id_codedep_codecommune,Code_postal,Id_bien,Surface_carrez,Type_local,Total_piece
13214,13014,8080,62.4,Appartement,3
14079,14910,8081,29.34,Appartement,2
14333,14600,8082,62.69,Appartement,3
14715,14360,8083,55.88,Appartement,3
22070,22200,8084,112.84,Appartement,5
22362,22220,8085,41.5,Appartement,2
24520,24200,8086,46.66,Appartement,2
26235,26700,8087,85.26,Appartement,4
26281,26100,8088,13.36,Appartement,2
26281,26100,8089,75.47,Appartement,3
26281,26100,8090,80.5,Appartement,3
29232,29000,8091,61.73,Appartement,4
30133,30240,8092,115.98,Appartement,3
30133,30240,8093,26.93,Appartement,1
31555,31000,8094,17.78,Appartement,1
33005,33510,8095,50.08,Appartement,2
33063,33800,8096,57.78,Appartement,3
33063,33200,8097,62.18,Appartement,4
33199,33470,8098,47.69,Appartement,2
33214,33680,8099,34.05,Appartement,2
33236,33950,8100,114.34,Maison,4
33318,33600,8101,68.34,Appartement,4
33352,33190,8102,50.58,Appartement,3
33519,33320,8103,62.53,Appartement,3
34003,34300,8104,18.31,Appartement,1
34023,34540,8105,18.39,Appartement,1
34145,34400,8106,32.65,Appartement,2
34199,34120,8107,40.45,Appartement,2
34301,34200,8108,45.16,Appartement,2
35236,35600,8109,43.92,Appartement,1
35238,35000,8110,22.64,Appartement,1
35238,35000,8111,77.5,Appartement,2
35278,35760,8112,58.2,Appartement,3
35288,35400,8113,67.87,Appartement,3
35288,35400,8114,32,Appartement,2
37261,37100,8115,67.23,Appartement,3
38006,38580,8116,18.27,Appartement,2
38185,38000,8117,73.9,Appartement,4
40004,40150,8118,132.45,Maison,4
40065,40130,8119,59.67,Maison,3
40088,40100,8120,102.83,Appartement,4
40133,40530,8121,94.26,Appartement,4
40310,40140,8122,31.52,Appartement,2
42005,42160,8123,107.85,Appartement,4
42094,42110,8124,39.3,Appartement,2
42127,42300,8125,102.42,Appartement,4
42149,42210,8126,70.5,Appartement,1
42187,42300,8127,25.68,Appartement,1
42302,42290,8128,73.83,Appartement,3
44087,44270,8129,54.91,Appartement,2
44132,44380,8130,22.95,Appartement,1
44162,44800,8131,66.74,Appartement,3
45068,45120,8132,52.69,Appartement,3
45284,45800,8133,60.48,Appartement,3
45308,45400,8134,84.74,Appartement,3
47052,47700,8135,28.72,Appartement,2
48080,48300,8136,198,Appartement,5
49007,49100,8137,35.65,Appartement,2
51454,51100,8138,50.65,Appartement,2
54395,54000,8139,38,Appartement,1
54493,54650,8140,88,Maison,5
56055,56410,8141,42.23,Appartement,2
56186,56170,8142,33.24,Appartement,1
59009,59650,8143,31.59,Appartement,1
59332,59390,8144,45.55,Appartement,2
59367,59390,8145,105,Appartement,3
60159,60200,8146,71.19,Appartement,4
66171,66750,8147,42.53,Appartement,3
69029,69500,8148,53.43,Appartement,2
69149,69600,8149,29.53,Appartement,3
69264,69400,8150,66.07,Appartement,3
69381,69001,8151,37.6,Appartement,6
74010,74000,8152,60.21,Appartement,3
74215,74120,8153,20.01,Appartement,2
75101,75001,8154,31.24,Appartement,1
75102,75002,8155,98.12,Appartement,3
75103,75003,8156,12.83,Appartement,1
75107,75007,8157,112.5,Appartement,4
75107,75007,8158,101.52,Appartement,4
75107,75007,8159,76.49,Appartement,3
75111,75011,8160,43.27,Appartement,2
75111,75011,8161,36.44,Appartement,2
75111,75011,8162,89.76,Appartement,3
75112,75012,8163,75.62,Appartement,4
75114,75014,8164,19.08,Appartement,1
75114,75014,8165,46.26,Appartement,2
75115,75015,8166,23.37,Appartement,1
75115,75015,8167,41.03,Appartement,1
75115,75015,8168,52.02,Appartement,3
75116,75016,8169,71.93,Appartement,3
75117,75017,8170,50.83,Appartement,3
75118,75018,8171,33.09,Appartement,2
75119,75019,8172,17.30,Appartement,1
75120,75020,8173,15.02,Appartement,1
75120,75020,8174,13.25,Appartement,1
75120,75020,8175,13.53,Appartement,1
75120,75020,8176,27.61,Appartement,1
76647,76430,8177,89.28,Appartement,3
77058,77600,8178,33.25,Appartement,1
77083,77420,8179,96.92,Appartement,5
77108,77500,8180,89.09,Maison,4
77118,77410,8181,39.02,Appartement,3
77131,77120,8182,66.67,Appartement,3
77186,77300,8183,35.61,Appartement,2
77288,77000,8184,87.18,Appartement,5
77327,77370,8185,131,Maison,5
77468,77200,8186,51.92,Appartement,2
78005,78260,8187,72,Appartement,3
78005,78260,8188,96.67,Maison,5
78090,78410,8189,66.69,Maison,4
78160,78460,8190,22.29,Appartement,1
78165,78340,8191,53.68,Appartement,3
78172,78700,8192,76.3,Appartement,4
78172,78700,8193,62.27,Appartement,3
78208,78990,8194,105.31,Appartement,5
78297,78280,8195,67.66,Appartement,3
78350,78430,8196,79.78,Appartement,4
78490,78370,8197,70.42,Appartement,3
78586,78500,8198,61.85,Appartement,2
78640,78140,8199,77.62,Appartement,3
78642,78480,8200,39.2,Appartement,2
78646,78000,8201,31.30,Appartement,2
78650,78110,8202,16.85,Appartement,1
80228,80550,8203,56.76,Appartement,3
83042,83310,8204,59.63,Appartement,3
83042,83310,8205,43.65,Appartement,2
83091,83390,8206,81.04,Appartement,2
83126,83500,8207,19,Appartement,1
83129,83140,8208,47.24,Appartement,2
83137,83200,8209,31.75,Appartement,2
83144,83160,8210,69.28,Appartement,3
85128,85400,8211,47.43,Appartement,2
85164,85690,8212,43.1,Maison,2
85234,85160,8213,70.97,Maison,3
85288,85440,8214,30.36,Appartement,2
87085,87000,8215,80.46,Appartement,4
87085,87000,8216,37.85,Appartement,1
87161,87400,8217,41.63,Appartement,2
87187,87500,8218,7.10,Appartement,3
88160,88000,8219,35,Appartement,2
91027,91200,8220,30.36,Appartement,1
91216,91360,8221,75.38,Appartement,4
91326,91260,8222,28.94,Appartement,1
91345,91160,8223,31.2,Appartement,1
91347,91310,8224,42.3,Appartement,2
91405,91490,8225,27.45,Appartement,1
91665,91620,8226,71.8,Appartement,3
91665,91620,8227,79.62,Appartement,3
91667,91360,8228,65,Appartement,3
91687,91170,8229,86.01,Maison,4
92002,92160,8230,27.40,Appartement,1
92004,92600,8231,35.12,Appartement,2
92004,92600,8232,23.42,Appartement,1
92012,92100,8233,80.1,Appartement,3
92019,92290,8234,77.2,Appartement,4
92026,92400,8235,97.01,Appartement,4
92026,92400,8236,52.35,Appartement,2
92026,92400,8237,73.31,Appartement,3
92048,92190,8238,62.53,Appartement,3
92050,92000,8239,87.03,Appartement,4
92075,92170,8240,51.74,Appartement,2
93007,93150,8241,59.41,Appartement,4
93010,93140,8242,57.88,Appartement,3
93048,93100,8243,48.93,Appartement,2
93050,93330,8244,46.66,Appartement,2
93055,93500,8245,67.8,Appartement,3
93059,93380,8246,100,Appartement,4
93062,93340,8247,19.60,Appartement,2
93070,93400,8248,64.25,Appartement,3
94002,94140,8249,56.02,Appartement,3
94003,94110,8250,44.04,Maison,4
94015,94360,8251,27.85,Appartement,1
94016,94230,8252,73.87,Appartement,2
94034,94260,8253,66.42,Appartement,3
94034,94260,8254,70.45,Appartement,4
94044,94450,8255,98.77,Maison,5
94052,94130,8256,33.52,Appartement,1
94068,94100,8257,19.64,Appartement,1
94068,94100,8258,60.81,Appartement,3
94070,94440,8259,40.73,Appartement,2
94080,94300,8260,54.49,Appartement,2
94080,94300,8261,93.26,Appartement,4
95134,95660,8262,94.15,Maison,5
95210,95880,8263,84.87,Appartement,4
95219,95120,8264,34.54,Appartement,1
95219,95120,8265,62.69,Appartement,3
95428,95160,8266,62.94,Appartement,3
95500,95300,8267,91.28,Appartement,5
972213,97232,8268,90.71,Maison,4
974411,97417,8269,109.87,Appartement,4
974411,97490,8270,37.8,Appartement,2
974411,97490,8271,67.42,Appartement,3
01173,1170,8272,50.33,Appartement,2
01185,1110,8273,77.3,Appartement,4
01269,1130,8274,107.61,Appartement,5
01313,1280,8275,71.43,Appartement,3
01354,1630,8276,30.62,Appartement,1
02722,2200,8277,49.33,Appartement,2
04088,4300,8278,33.8,Appartement,2
04112,4100,8279,82.37,Maison,5
04205,4140,8280,90.75,Appartement,4
05177,5560,8281,17.34,Appartement,1
05177,5560,8282,55.76,Appartement,1
06004,6600,8283,45.42,Appartement,2
06004,6160,8284,31.31,Appartement,1
06027,6800,8285,31.03,Appartement,2
06030,6110,8286,51.6,Appartement,2
06069,6130,8287,35.43,Appartement,2
06073,6420,8288,17.74,Appartement,1
06079,6210,8289,28.77,Appartement,1
06088,6100,8290,44.49,Appartement,1
06088,6300,8291,104.48,Appartement,4
06088,6000,8292,68.39,Appartement,3
06088,6200,8293,17.04,Appartement,1
06149,6340,8294,25.75,Appartement,2
06159,6230,8295,51.44,Appartement,2
07019,7200,8296,52.8,Appartement,2
07102,7500,8297,57.17,Appartement,3
09122,9000,8298,68.69,Appartement,3
10343,10800,8299,44.32,Appartement,2
10387,10000,8300,28.17,Appartement,2
10387,10000,8301,28,Appartement,2
11202,11370,8302,14.88,Appartement,1
13086,13360,8303,72.88,Appartement,3
13086,13360,8304,32.71,Appartement,2
13201,13001,8305,100.24,Appartement,3
13201,13001,8306,43.6,Appartement,1
13201,13001,8307,16.61,Appartement,1
13202,13002,8308,40.04,Appartement,2
13202,13002,8309,56.78,Appartement,2
13203,13003,8310,64.64,Appartement,3
13204,13004,8311,29.91,Appartement,1
13206,13006,8312,31,Appartement,1
13206,13006,8313,21.68,Appartement,1
13207,13007,8314,77.79,Appartement,3
13208,13008,8315,90.67,Appartement,5
13208,13008,8316,31,Appartement,1
13209,13009,8317,83.7,Appartement,5
13209,13009,8318,51.21,Appartement,3
13213,13013,8319,48.89,Appartement,2
13214,13014,8320,35.85,Appartement,2
17094,17340,8321,28.87,Appartement,2
17415,17100,8322,37.85,Appartement,2
22136,22600,8323,31.27,Appartement,1
22278,22000,8324,48.54,Appartement,2
24053,24750,8325,130,Appartement,4
25056,25000,8326,63.81,Appartement,3
26362,26000,8327,117.67,Maison,5
28085,28000,8328,93.69,Appartement,4
28110,28630,8329,58.41,Appartement,3
2A004,20090,8330,102.18,Appartement,4
2A004,20000,8331,45,Appartement,1
2A017,20167,8332,26.17,Maison,1
2A288,20146,8333,80.82,Appartement,3
30189,30000,8334,34.87,Appartement,1
30189,30000,8335,20.49,Appartement,1
30189,30000,8336,67.15,Appartement,3
31149,31770,8337,40.49,Appartement,2
31555,31500,8338,53.61,Appartement,2
31555,31400,8339,67.81,Appartement,3
31555,31000,8340,70.37,Appartement,2
31555,31500,8341,63.77,Appartement,3
31555,31400,8342,63.94,Appartement,3
33063,33000,8343,17.34,Appartement,1
33063,33000,8344,50.87,Appartement,2
33097,33121,8345,24.92,Appartement,2
33281,33700,8346,70.93,Appartement,4
34024,34540,8347,54.46,Maison,2
34172,34080,8348,148.04,Maison,6
34172,34080,8349,65.16,Appartement,4
34172,34090,8350,55.15,Appartement,2
35055,35135,8351,43.9,Appartement,2
35281,35136,8352,66.6,Appartement,3
38185,38000,8353,60.87,Appartement,2
38185,38000,8354,41.34,Appartement,1
38516,38700,8355,97.23,Appartement,4
40046,40600,8356,37.69,Appartement,2
40046,40600,8357,71.68,Appartement,3
40284,40230,8358,79.36,Maison,4
40284,40230,8359,67.45,Appartement,3
40296,40510,8360,41.44,Appartement,2
41128,41330,8361,62,Maison,3
41269,41100,8362,61.36,Appartement,3
42099,42490,8363,54.6,Appartement,3
42170,42120,8364,63.16,Appartement,2
42189,42230,8365,80.8,Appartement,3
44109,44100,8366,191.3,Maison,7
44109,44100,8367,49.16,Appartement,2
44109,44300,8368,26.87,Appartement,1
44184,44600,8369,80.52,Appartement,3
44184,44600,8370,34.49,Appartement,2
44215,44120,8371,32.4,Appartement,1
45234,45100,8372,101.52,Maison,4
49007,49100,8373,56.36,Appartement,3
49007,49000,8374,28.26,Appartement,1
49278,49130,8375,37.91,Appartement,2
53130,53000,8376,65.05,Appartement,3
54184,54270,8377,43.69,Appartement,2
59163,59170,8378,66.3,Appartement,3
59350,59800,8379,103.52,Appartement,3
59360,59120,8380,48.9,Appartement,2
59378,59700,8381,42.78,Appartement,2
59512,59100,8382,58.62,Appartement,3
59599,59200,8383,59.3,Appartement,2
59599,59200,8384,43.2,Appartement,2
59646,59290,8385,54.67,Appartement,2
60057,60000,8386,79.61,Appartement,4
60175,60100,8387,50.73,Appartement,3
62758,62280,8388,41,Appartement,3
66037,66140,8389,74.89,Maison,4
69010,69210,8390,55.8,Appartement,3
69034,69300,8391,114.68,Maison,4
69202,69110,8392,68.05,Appartement,4
69202,69110,8393,26.63,Appartement,1
69286,69140,8394,35.78,Appartement,1
69381,69001,8395,25.43,Appartement,1
69381,69001,8396,45.56,Appartement,2
69384,69004,8397,52.39,Appartement,2
74010,74000,8398,60.07,Appartement,2
74090,74800,8399,53,Appartement,2
74311,74250,8400,68.26,Appartement,3
75101,75001,8401,83.13,Appartement,3
75102,75002,8402,21.31,Appartement,1
75105,75005,8403,45.86,Appartement,2
75106,75006,8404,27.41,Appartement,2
75106,75006,8405,13.76,Appartement,1
75110,75010,8406,30,Appartement,3
75110,75010,8407,52.38,Appartement,3
75111,75011,8408,17.84,Appartement,3
75111,75011,8409,12.09,Appartement,1
75111,75011,8410,67.12,Appartement,3
75111,75011,8411,26.50,Appartement,1
75111,75011,8412,16.02,Appartement,1
75111,75011,8413,72.63,Appartement,3
75112,75012,8414,66.35,Appartement,3
75112,75012,8415,27.30,Appartement,1
75113,75013,8416,36.3,Appartement,3
75113,75013,8417,29.16,Appartement,1
75113,75013,8418,14.80,Appartement,1
75113,75013,8419,38.7,Appartement,2
75113,75013,8420,105,Appartement,5
75114,75014,8421,64.72,Appartement,3
75114,75014,8422,41.58,Appartement,2
75114,75014,8423,40.93,Appartement,2
75115,75015,8424,43.55,Appartement,1
75115,75015,8425,42.01,Appartement,2
75115,75015,8426,44.48,Appartement,3
75115,75015,8427,60.51,Appartement,3
75115,75015,8428,127.5,Appartement,5
75116,75016,8429,116.55,Appartement,5
75116,75016,8430,83.21,Appartement,3
75116,75016,8431,76.53,Appartement,4
75116,75016,8432,30.35,Appartement,2
75117,75017,8433,219.23,Appartement,7
75117,75017,8434,23.34,Appartement,2
75117,75017,8435,74.1,Appartement,3
75118,75018,8436,48.39,Appartement,1
75118,75018,8437,23.02,Appartement,1
75118,75018,8438,31.34,Appartement,2
75119,75019,8439,34.87,Appartement,2
75120,75020,8440,11.80,Appartement,1
76259,76400,8441,90.87,Appartement,3
76552,76310,8442,84.46,Appartement,4
77268,77700,8443,98.86,Maison,5
77333,77140,8444,56.1,Appartement,3
77479,77360,8445,33.7,Appartement,1
78015,78570,8446,58.44,Appartement,3
78224,78620,8447,112.45,Appartement,5
78372,78160,8448,100.48,Appartement,5
78398,78490,8449,221.92,Maison,7
78423,78180,8450,30.31,Appartement,1
78466,78630,8451,194.49,Maison,7
78481,78230,8452,84.01,Appartement,5
78551,78100,8453,38.19,Appartement,1
78571,78860,8454,201.66,Maison,4
78586,78500,8455,33,Appartement,2
78640,78140,8456,49,Appartement,2
78646,78000,8457,19.05,Appartement,0
78646,78000,8458,47.57,Appartement,2
78646,78000,8459,50.02,Appartement,3
78686,78220,8460,42,Appartement,1
78688,78960,8461,47.92,Appartement,2
80016,80300,8462,40.07,Appartement,2
82121,82000,8463,77.79,Appartement,3
83034,83320,8464,43.41,Appartement,2
83090,83190,8465,45.9,Appartement,2
83091,83390,8466,47.22,Appartement,3
83129,83140,8467,74.5,Appartement,4
84007,84000,8468,103.98,Appartement,5
84087,84100,8469,31.86,Appartement,2
84092,84130,8470,42.69,Appartement,2
84136,84190,8471,60.12,Appartement,2
85191,85000,8472,58,Appartement,2
85222,85800,8473,19.11,Appartement,1
85234,85160,8474,41.29,Appartement,2
85288,85440,8475,33.15,Appartement,2
86194,86000,8476,34.33,Appartement,2
87085,87000,8477,64.46,Appartement,4
87085,87100,8478,61.14,Appartement,2
91064,91570,8479,95.31,Maison,4
91097,91800,8480,63.83,Appartement,3
91103,91220,8481,41.41,Appartement,2
91226,91580,8482,42.9,Appartement,2
91272,91190,8483,71.02,Appartement,3
91345,91160,8484,44.05,Appartement,2
91432,91420,8485,110.18,Maison,4
91477,91120,8486,30.84,Appartement,2
91573,91280,8487,81.14,Appartement,4
91589,91600,8488,17.56,Appartement,1
91600,91450,8489,49.92,Appartement,3
92002,92160,8490,71.2,Appartement,3
92004,92600,8491,118.05,Appartement,3
92020,92320,8492,24.04,Appartement,1
92033,92380,8493,72.16,Appartement,3
92035,92250,8494,61.46,Appartement,3
92040,92130,8495,98.84,Appartement,4
92040,92130,8496,53.41,Appartement,3
92040,92130,8497,89.51,Appartement,4
92046,92240,8498,121.54,Maison,5
92062,92800,8499,45.61,Appartement,2
92062,92800,8500,40.07,Appartement,3
92063,92500,8501,57.01,Appartement,3
93032,93220,8502,62,Maison,3
93045,93260,8503,14.40,Appartement,1
93051,93160,8504,25.60,Appartement,1
93051,93160,8505,53.28,Appartement,2
93057,93320,8506,25.07,Appartement,3
93070,93400,8507,22.15,Appartement,1
93070,93400,8508,35.47,Appartement,2
93070,93400,8509,63.67,Appartement,3
93073,93290,8510,28.06,Appartement,2
94002,94140,8511,29,Appartement,1
94017,94500,8512,92.4,Maison,5
94019,94430,8513,59.11,Appartement,3
94022,94600,8514,63.02,Appartement,4
94028,94000,8515,38.39,Appartement,2
94037,94250,8516,71.07,Appartement,3
94067,94160,8517,67.68,Appartement,3
95060,95550,8518,70.5,Appartement,4
95219,95120,8519,79.71,Appartement,4
95352,95270,8520,48.01,Appartement,2
95428,95160,8521,65.52,Appartement,4
95572,95310,8522,81.61,Appartement,4
972209,97200,8523,107.24,Appartement,5
972213,97232,8524,69.01,Appartement,3
972229,97233,8525,34.18,Appartement,2
973309,97354,8526,64.5,Appartement,3
974418,97438,8527,39,Appartement,2
01202,1150,8528,37.63,Appartement,2
02795,2290,8529,145.28,Maison,4
02795,2290,8530,49.99,Appartement,3
04073,4400,8531,26.76,Appartement,1
04088,4300,8532,42.73,Appartement,2
04112,4100,8533,83.88,Appartement,5
06004,6600,8534,23.79,Appartement,1
06011,6310,8535,79.78,Appartement,3
06012,6240,8536,40.2,Appartement,2
06027,6800,8537,20.40,Maison,1
06027,6800,8538,130.09,Maison,5
06029,6400,8539,34.11,Appartement,2
06029,6400,8540,36.15,Appartement,2
06030,6110,8541,20.64,Appartement,1
06030,6110,8542,26.58,Appartement,1
06069,6130,8543,90.76,Appartement,4
06083,6500,8544,41.88,Appartement,2
06088,6000,8545,69.7,Appartement,3
06088,6000,8546,44.01,Appartement,2
06088,6000,8547,66.41,Appartement,4
06088,6000,8548,28.71,Appartement,1
06091,6440,8549,75.81,Appartement,3
06123,6700,8550,76.25,Appartement,3
06128,6570,8551,83.62,Appartement,3
06153,6420,8552,44.9,Appartement,3
06161,6270,8553,51.72,Appartement,3
06161,6270,8554,31.45,Appartement,1
06162,6430,8555,42.41,Appartement,1
07042,7700,8556,83.09,Appartement,5
07281,7130,8557,102.62,Appartement,3
10333,10120,8558,104.59,Appartement,5
10387,10000,8559,41.94,Appartement,2
10387,10000,8560,75.07,Maison,4
11262,11100,8561,93.45,Appartement,4
13002,13190,8562,43.6,Appartement,2
13002,13190,8563,99.1,Appartement,4
13005,13400,8564,70.64,Appartement,4
13201,13001,8565,81.78,Appartement,3
13207,13007,8566,54.89,Appartement,3
13207,13007,8567,35.1,Appartement,1
13208,13008,8568,89.43,Appartement,3
13208,13008,8569,81.71,Appartement,3
13212,13012,8570,64,Appartement,3
13213,13013,8571,157.62,Appartement,6
13213,13013,8572,39.82,Appartement,2
14220,14800,8573,34.53,Appartement,2
14220,14800,8574,25.33,Appartement,1
16015,16000,8575,33.37,Appartement,2
17300,17000,8576,35.01,Appartement,2
22162,22500,8577,44.62,Appartement,3
24322,24000,8578,51.84,Appartement,2
25411,25500,8579,69.42,Appartement,3
26324,26130,8580,70.98,Appartement,3
26325,26140,8581,32.97,Appartement,2
26362,26000,8582,73.18,Appartement,4
28085,28000,8583,34.51,Appartement,2
29019,29200,8584,57.05,Appartement,2
29019,29200,8585,55.81,Appartement,3
2A004,20090,8586,35.45,Appartement,2
2A130,20166,8587,92.95,Maison,3
2A130,20166,8588,32.35,Appartement,2
2A130,20166,8589,46.24,Appartement,3
30189,30000,8590,65.85,Appartement,4
31555,31300,8591,104,Appartement,5
33009,33120,8592,84.14,Appartement,4
33011,33740,8593,64.75,Maison,4
33013,33370,8594,94.32,Maison,4
33039,33130,8595,58.07,Appartement,3
33051,33380,8596,48.67,Appartement,2
33063,33800,8597,71.07,Appartement,4
33119,33150,8598,52.93,Appartement,2
33167,33270,8599,42.6,Appartement,2
33192,33170,8600,105.82,Appartement,5
33192,33170,8601,43.71,Appartement,2
33234,33360,8602,30.60,Appartement,2
33249,33310,8603,98.57,Appartement,6
33281,33700,8604,59.47,Appartement,3
33434,33440,8605,62.76,Maison,3
33522,33400,8606,20.54,Appartement,1
33550,33140,8607,89.78,Maison,5
33550,33140,8608,62.48,Appartement,4
34027,34160,8609,62.69,Appartement,3
34145,34400,8610,64.62,Appartement,3
34145,34400,8611,64.79,Appartement,4
34301,34200,8612,107.22,Appartement,4
34337,34750,8613,89.12,Maison,4
35033,35890,8614,48.48,Appartement,2
35228,35730,8615,64.8,Appartement,4
35236,35600,8616,62.26,Appartement,3
35238,35000,8617,53.03,Appartement,3
35238,35000,8618,64.55,Appartement,3
35238,35000,8619,44.63,Appartement,2
35360,35500,8620,47.57,Appartement,1
37261,37100,8621,56.78,Appartement,3
37261,37000,8622,63.09,Appartement,2
38129,38250,8623,28.70,Appartement,1
38151,38130,8624,82.4,Appartement,4
38439,38830,8625,80.08,Appartement,4
38548,38250,8626,20.31,Appartement,1
39059,39220,8627,36,Appartement,2
39198,39100,8628,19,Appartement,3
40046,40600,8629,48.17,Appartement,2
42071,42120,8630,40.49,Appartement,2
42147,42600,8631,59.23,Appartement,2
44010,44740,8632,24.43,Maison,2
44026,44470,8633,38.91,Appartement,2
44109,44100,8634,39.47,Appartement,1
44109,44000,8635,47.89,Appartement,2
44109,44300,8636,57.7,Appartement,3
44109,44300,8637,19.67,Appartement,1
44109,44300,8638,19.71,Appartement,1
44132,44380,8639,37.07,Appartement,2
44172,44980,8640,23.96,Appartement,1
44184,44600,8641,45.46,Appartement,3
44190,44230,8642,67.5,Appartement,3
44190,44230,8643,43.31,Appartement,2
45234,45000,8644,38.7,Appartement,2
45284,45800,8645,46.95,Appartement,2
47001,47000,8646,29.78,Appartement,1
49246,49130,8647,64.29,Appartement,3
50003,50230,8648,111.26,Appartement,5
50129,50100,8649,28.83,Appartement,2
54395,54000,8650,62.5,Appartement,3
54578,54600,8651,25.70,Appartement,1
56083,56700,8652,37.5,Appartement,2
59009,59491,8653,74.1,Appartement,3
59350,59000,8654,182.02,Appartement,5
59648,59139,8655,50.5,Appartement,2
60175,60100,8656,68.86,Appartement,3
60471,60400,8657,47.05,Appartement,2
60509,60700,8658,60.98,Appartement,4
69034,69300,8659,52.46,Appartement,2
69040,69410,8660,80,Maison,4
69089,69340,8661,69.47,Appartement,3
69116,69760,8662,19,Appartement,1
69244,69160,8663,49.91,Appartement,2
69382,69002,8664,6.89,Appartement,1
69382,69002,8665,132.8,Appartement,4
69384,69004,8666,17.47,Appartement,1
69384,69004,8667,51.58,Appartement,1
69389,69009,8668,17.90,Appartement,1
71153,71200,8669,17.56,Appartement,1
72181,72000,8670,21.27,Appartement,2
73065,73000,8671,58.12,Appartement,2
74160,74230,8672,22.69,Appartement,1
74256,74700,8673,24.04,Appartement,2
75103,75003,8674,9.31,Appartement,1
75103,75003,8675,127.4,Appartement,6
75103,75003,8676,26.18,Appartement,1
75103,75003,8677,12.53,Appartement,1
75104,75004,8678,64.67,Appartement,3
75105,75005,8679,50.87,Appartement,2
75107,75007,8680,26.38,Appartement,1
75107,75007,8681,207.82,Appartement,7
75109,75009,8682,33.1,Appartement,1
75109,75009,8683,38.4,Appartement,3
75110,75010,8684,86.73,Appartement,4
75111,75011,8685,25.30,Appartement,2
75111,75011,8686,33.65,Appartement,2
75111,75011,8687,27.35,Appartement,1
75111,75011,8688,50.92,Appartement,2
75112,75012,8689,43.19,Appartement,2
75113,75013,8690,38.31,Appartement,2
75113,75013,8691,15.17,Appartement,1
75113,75013,8692,17.50,Appartement,1
75114,75014,8693,58.25,Appartement,3
75114,75014,8694,56.13,Appartement,2
75115,75015,8695,29.20,Appartement,1
75115,75015,8696,21.27,Appartement,2
75116,75016,8697,93.67,Appartement,3
75116,75016,8698,57.45,Appartement,2
75117,75017,8699,60.08,Appartement,3
75117,75017,8700,53.6,Appartement,1
75118,75018,8701,69.2,Appartement,3
75118,75018,8702,30.02,Appartement,3
75118,75018,8703,44.04,Appartement,2
75118,75018,8704,19.02,Appartement,2
75118,75018,8705,47.73,Appartement,3
75118,75018,8706,45.57,Appartement,2
75118,75018,8707,23.56,Appartement,2
75120,75020,8708,65.89,Appartement,3
76351,76620,8709,70.95,Appartement,3
76647,76430,8710,61.31,Maison,3
77022,77630,8711,290,Maison,8
77058,77600,8712,75.44,Appartement,4
77132,77700,8713,73.65,Appartement,3
77181,77164,8714,61.36,Appartement,3
77258,77185,8715,53.9,Appartement,2
77296,77550,8716,45.05,Appartement,2
77316,77250,8717,25.48,Appartement,1
77438,77400,8718,46.51,Appartement,2
77468,77200,8719,98.74,Appartement,5
77470,77220,8720,56.55,Appartement,3
77511,77230,8721,41.19,Appartement,2
78073,78390,8722,69.31,Appartement,3
78090,78410,8723,72.13,Maison,4
78123,78955,8724,29.46,Appartement,1
78146,78400,8725,39.5,Appartement,3
78172,78700,8726,98.64,Maison,2
78297,78280,8727,67.83,Appartement,3
78358,78600,8728,92.67,Appartement,4
78372,78160,8729,53.65,Appartement,3
78383,78310,8730,23.54,Appartement,1
78490,78370,8731,70.1,Appartement,3
78517,78120,8732,38.46,Appartement,1
78517,78120,8733,42.04,Appartement,2
78621,78190,8734,59.93,Appartement,3
78624,78510,8735,104.25,Maison,4
79270,79400,8736,82,Appartement,5
80021,80000,8737,65.6,Appartement,2
80021,80080,8738,22.04,Appartement,1
80021,80090,8739,14.43,Appartement,1
80253,80600,8740,36.74,Appartement,2
83009,83150,8741,19.27,Appartement,2
83016,83330,8742,71.62,Appartement,3
83017,83210,8743,77.51,Appartement,3
83047,83260,8744,150,Maison,7
83061,83600,8745,36.45,Appartement,2
83071,83250,8746,55.26,Appartement,3
83090,83190,8747,33.25,Appartement,2
83103,83200,8748,23.47,Appartement,1
83123,83110,8749,27.13,Appartement,1
83123,83110,8750,23.09,Appartement,1
83126,83500,8751,36.5,Appartement,2
83129,83140,8752,81.93,Maison,6
83129,83140,8753,51.54,Appartement,2
83129,83140,8754,172.78,Maison,4
83132,83210,8755,84,Appartement,3
83137,83000,8756,20.30,Appartement,1
84081,84310,8757,137.88,Maison,5
85194,85100,8758,26.43,Appartement,2
88383,88200,8759,57.27,Appartement,3
88465,88150,8760,62.64,Appartement,3
91115,91680,8761,88.69,Maison,5
91174,91100,8762,29.54,Appartement,2
91174,91100,8763,41.08,Appartement,2
91215,91860,8764,65.35,Appartement,3
91274,91400,8765,245.5,Maison,5
91377,91300,8766,56.55,Appartement,2
91377,91300,8767,78.95,Appartement,4
91432,91420,8768,54.33,Appartement,3
91434,91390,8769,66.94,Appartement,4
91434,91390,8770,78.42,Appartement,4
91511,91740,8771,81.88,Maison,4
91570,91240,8772,52.28,Appartement,2
92002,92160,8773,64.39,Appartement,3
92002,92160,8774,72.06,Appartement,4
92002,92160,8775,24.86,Appartement,1
92007,92220,8776,79.7,Appartement,4
92012,92100,8777,30.87,Appartement,2
92012,92100,8778,36.57,Appartement,1
92012,92100,8779,18.63,Appartement,1
92023,92140,8780,92.41,Appartement,4
92026,92400,8781,83.5,Appartement,4
92026,92400,8782,59.8,Appartement,2
92040,92130,8783,53.33,Appartement,3
